criticality_model,Criticality_SCR,Cond_Score,condition_model,crit_model,cond_model,Condition_Score_Level
0,270,2,0,270,3,Moderately Low
0,270,3,0,270,3,Medium
0,270,2,0,270,1,Moderately Low
0,270,2,0,270,1,Moderately Low
0,270,2,0,240,3,Moderately Low
0,270,2,0,240,2,Moderately Low
0,270,2,0,270,2,Moderately Low
0,270,2,0,270,2,Moderately Low
0,270,2,0,270,2,Moderately Low
0,270,2,0,270,2,Moderately Low
0,270,3,0,270,2,Medium
0,180,3,0,180,3,Medium
0,180,4,0,150,4,Moderately High
0,180,3,0,180,3,Medium
0,180,3,0,180,3,Medium
0,180,3,0,180,3,Medium
0,180,3,0,180,3,Medium
0,180,3,0,180,3,Medium
0,180,3,0,180,3,Medium
0,210,1,0,210,1,Very Low
0,210,3,0,210,3,Medium
0,180,5,0,180,5,Very High
0,180,3,0,180,3,Medium
0,180,3,0,150,3,Medium
0,180,3,0,180,3,Medium
0,180,3,0,210,3,Medium
0,180,4,0,150,4,Moderately High
0,180,4,0,210,4,Moderately High
0,180,3,0,180,4,Medium
0,210,5,0,180,5,Very High
0,180,3,0,150,3,Medium
0,270,2,0,270,3,Moderately Low
0,120,3,0,120,3,Medium
0,120,3,0,120,4,Medium
0,180,3,0,180,3,Medium
0,180,3,0,180,3,Medium
0,180,5,0,150,5,Very High
0,180,4,0,180,4,Moderately High
0,180,5,0,180,4,Very High
0,180,3,0,180,4,Medium
0,270,2,0,270,2,Moderately Low
0,270,3,0,270,3,Medium
0,270,3,0,270,3,Medium
0,270,3,0,270,3,Medium
0,270,3,0,270,3,Medium
0,270,3,0,270,3,Medium
0,180,3,0,180,3,Medium
0,180,3,0,180,3,Medium
0,180,3,0,180,4,Medium
0,180,3,0,180,3,Medium
0,180,5,0,180,5,Very High
